,Unnamed: 0,index,article,simpSent,standSent,typeOfMatch,predicted
2035,2035,4070,Alchemy,"During the 9th to 14th centuries , alchemical theories faced criticism from a variety of practical Muslim chemists , including Alkindus , Ab? al-Rayh?n al-B?r?n? , Avicenna and Ibn Khaldun .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2036,2036,4072,Alchemy,"During the 9th to 14th centuries , alchemical theories faced criticism from a variety of practical Muslim chemists , including Alkindus , Ab? al-Rayh?n al-B?r?n? , Avicenna and Ibn Khaldun .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2037,2037,4074,Alchemy,"During the 9th to 14th centuries , alchemical theories faced criticism from a variety of practical Muslim chemists , including Alkindus , Ab? al-Rayh?n al-B?r?n? , Avicenna and Ibn Khaldun .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2038,2038,4076,Alchemy,"During the 9th to 14th centuries , alchemical theories faced criticism from a variety of practical Muslim chemists , including Alkindus , Ab? al-Rayh?n al-B?r?n? , Avicenna and Ibn Khaldun .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2039,2039,4078,Alchemy,"During the 9th to 14th centuries , alchemical theories faced criticism from a variety of practical Muslim chemists , including Alkindus , Ab? al-Rayh?n al-B?r?n? , Avicenna and Ibn Khaldun .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2040,2040,4080,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2041,2041,4082,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",It is the study of transmutation .,0.0,0
2042,2042,4084,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",It was first studied to learn how to change lead into gold .,0.0,0
2043,2043,4086,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .","It is similar to chemistry , but much older .",0.0,0
2044,2044,4088,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",People who studied alchemy were called alchemists .,0.0,0
2045,2045,4090,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2046,2046,4092,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2047,2047,4094,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2048,2048,4096,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2049,2049,4098,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2050,2050,4100,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2051,2051,4102,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2052,2052,4104,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",Alchemy is not a science any more .,0.0,0
2053,2053,4106,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2054,2054,4108,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2055,2055,4110,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2056,2056,4112,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2057,2057,4114,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2058,2058,4116,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2059,2059,4118,Alchemy,"In particular , they wrote refutations against the idea of the transmutation of metals .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2060,2060,4120,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2061,2061,4122,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",It is the study of transmutation .,0.0,0
2062,2062,4124,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",It was first studied to learn how to change lead into gold .,0.0,0
2063,2063,4126,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .","It is similar to chemistry , but much older .",0.0,0
2064,2064,4128,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",People who studied alchemy were called alchemists .,0.0,0
2065,2065,4130,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2066,2066,4132,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2067,2067,4134,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2068,2068,4136,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2069,2069,4138,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2070,2070,4140,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2071,2071,4142,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2072,2072,4144,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",Alchemy is not a science any more .,0.0,0
2073,2073,4146,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2074,2074,4148,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2075,2075,4150,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2076,2076,4152,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2077,2077,4154,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2078,2078,4156,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2079,2079,4158,Alchemy,"The introduction of alchemy to Latin Europe occurred on February 11 , 1144 , with the completion of Robert of Chester 's translation of the Arabic Book of the Composition of Alchemy .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2080,2080,4160,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2081,2081,4162,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",It is the study of transmutation .,0.0,0
2082,2082,4164,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",It was first studied to learn how to change lead into gold .,0.0,0
2083,2083,4166,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .","It is similar to chemistry , but much older .",0.0,0
2084,2084,4168,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",People who studied alchemy were called alchemists .,0.0,0
2085,2085,4170,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2086,2086,4172,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2087,2087,4174,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2088,2088,4176,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2089,2089,4178,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2090,2090,4180,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2091,2091,4182,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2092,2092,4184,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",Alchemy is not a science any more .,0.0,0
2093,2093,4186,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2094,2094,4188,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2095,2095,4190,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2096,2096,4192,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2097,2097,4194,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2098,2098,4196,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2099,2099,4198,Alchemy,"Although European craftsmen and technicians preexisted , Robert notes in his preface that alchemy was unknown in Latin Europe at the time of his writing .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2100,2100,4200,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2101,2101,4202,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",It is the study of transmutation .,0.0,0
2102,2102,4204,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",It was first studied to learn how to change lead into gold .,0.0,0
2103,2103,4206,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .","It is similar to chemistry , but much older .",0.0,0
2104,2104,4208,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",People who studied alchemy were called alchemists .,0.0,0
2105,2105,4210,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2106,2106,4212,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2107,2107,4214,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2108,2108,4216,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2109,2109,4218,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2110,2110,4220,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2111,2111,4222,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2112,2112,4224,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",Alchemy is not a science any more .,0.0,0
2113,2113,4226,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2114,2114,4228,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2115,2115,4230,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2116,2116,4232,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2117,2117,4234,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2118,2118,4236,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2119,2119,4238,Alchemy,"The translation of Arabic texts concerning numerous disciplines including alchemy flourished in twelfth century Toledo , Spain , through contributors like Gerard of Cremona and Adelard of Bath .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2120,2120,4240,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2121,2121,4242,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",It is the study of transmutation .,0.0,0
2122,2122,4244,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",It was first studied to learn how to change lead into gold .,0.0,0
2123,2123,4246,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .","It is similar to chemistry , but much older .",0.0,0
2124,2124,4248,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",People who studied alchemy were called alchemists .,0.0,0
2125,2125,4250,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2126,2126,4252,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2127,2127,4254,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2128,2128,4256,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2129,2129,4258,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2130,2130,4260,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2131,2131,4262,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2132,2132,4264,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",Alchemy is not a science any more .,0.0,0
2133,2133,4266,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2134,2134,4268,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2135,2135,4270,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2136,2136,4272,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2137,2137,4274,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2138,2138,4276,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2139,2139,4278,Alchemy,"Translations of the time included the Turba Philosophorum , and the works of Avicenna and al-Razi .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2140,2140,4280,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2141,2141,4282,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,It is the study of transmutation .,0.0,0
2142,2142,4284,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,It was first studied to learn how to change lead into gold .,0.0,0
2143,2143,4286,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,"It is similar to chemistry , but much older .",0.0,0
2144,2144,4288,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,People who studied alchemy were called alchemists .,0.0,0
2145,2145,4290,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2146,2146,4292,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2147,2147,4294,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2148,2148,4296,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2149,2149,4298,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2150,2150,4300,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2151,2151,4302,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2152,2152,4304,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,Alchemy is not a science any more .,0.0,0
2153,2153,4306,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2154,2154,4308,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2155,2155,4310,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2156,2156,4312,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2157,2157,4314,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2158,2158,4316,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2159,2159,4318,Alchemy,These brought with them many new words to the European vocabulary for which there was no previous Latin equivalent .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2160,2160,4320,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2161,2161,4322,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",It is the study of transmutation .,0.0,0
2162,2162,4324,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",It was first studied to learn how to change lead into gold .,0.0,0
2163,2163,4326,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .","It is similar to chemistry , but much older .",0.0,0
2164,2164,4328,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",People who studied alchemy were called alchemists .,0.0,0
2165,2165,4330,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2166,2166,4332,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2167,2167,4334,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2168,2168,4336,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2169,2169,4338,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2170,2170,4340,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2171,2171,4342,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2172,2172,4344,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",Alchemy is not a science any more .,0.0,0
2173,2173,4346,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2174,2174,4348,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2175,2175,4350,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
