,index,article,simpSent,standSent,typeOfMatch
3032,6064,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .",Alchemy is not a science any more .,0.0
3033,6066,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3034,6068,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3035,6070,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3036,6072,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3037,6074,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3038,6076,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3039,6078,Alchemy,"Most of his work was aimed at gathering alchemical knowledge that had existed before him , especially as regarded the philosopher 's stone .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3040,6080,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
3041,6082,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",It is the study of transmutation .,0.0
3042,6084,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",It was first studied to learn how to change lead into gold .,0.0
3043,6086,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .","It is similar to chemistry , but much older .",0.0
3044,6088,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",People who studied alchemy were called alchemists .,0.0
3045,6090,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3046,6092,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3047,6094,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3048,6096,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3049,6098,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3050,6100,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3051,6102,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3052,6104,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",Alchemy is not a science any more .,0.0
3053,6106,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3054,6108,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3055,6110,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3056,6112,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3057,6114,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3058,6116,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3059,6118,Alchemy,"Though the historical Flamel existed , the writings and legends assigned to him only appeared in 1612 .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3060,6120,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
3061,6122,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,It is the study of transmutation .,0.0
3062,6124,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,It was first studied to learn how to change lead into gold .,0.0
3063,6126,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,"It is similar to chemistry , but much older .",0.0
3064,6128,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,People who studied alchemy were called alchemists .,0.0
3065,6130,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3066,6132,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3067,6134,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3068,6136,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3069,6138,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3070,6140,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3071,6142,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3072,6144,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,Alchemy is not a science any more .,0.0
3073,6146,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3074,6148,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3075,6150,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3076,6152,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3077,6154,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3078,6156,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3079,6158,Alchemy,Current scholarship suggests that they are fiction-another example of the tradition of pseudepigraphy and allegory in alchemical writing .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3080,6160,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
3081,6162,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,It is the study of transmutation .,0.0
3082,6164,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,It was first studied to learn how to change lead into gold .,0.0
3083,6166,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,"It is similar to chemistry , but much older .",0.0
3084,6168,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,People who studied alchemy were called alchemists .,0.0
3085,6170,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3086,6172,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3087,6174,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3088,6176,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3089,6178,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3090,6180,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3091,6182,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3092,6184,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,Alchemy is not a science any more .,0.0
3093,6186,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3094,6188,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3095,6190,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3096,6192,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3097,6194,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3098,6196,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3099,6198,Alchemy,Through the late Middle Ages ( 1300-1500 ) alchemists were much like Flamel : they concentrated on looking for the philosophers ' stone .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3100,6200,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
3101,6202,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,It is the study of transmutation .,0.0
3102,6204,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,It was first studied to learn how to change lead into gold .,0.0
3103,6206,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,"It is similar to chemistry , but much older .",0.0
3104,6208,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,People who studied alchemy were called alchemists .,0.0
3105,6210,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3106,6212,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3107,6214,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3108,6216,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3109,6218,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3110,6220,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3111,6222,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3112,6224,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,Alchemy is not a science any more .,0.0
3113,6226,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3114,6228,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3115,6230,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3116,6232,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3117,6234,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3118,6236,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3119,6238,Alchemy,Bernard Trevisan and George Ripley made similar contributions in the 14th and 15th centuries .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3120,6240,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
3121,6242,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,It is the study of transmutation .,0.0
3122,6244,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,It was first studied to learn how to change lead into gold .,0.0
3123,6246,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,"It is similar to chemistry , but much older .",0.0
3124,6248,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,People who studied alchemy were called alchemists .,0.0
3125,6250,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3126,6252,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3127,6254,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3128,6256,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3129,6258,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3130,6260,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3131,6262,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3132,6264,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,Alchemy is not a science any more .,0.0
3133,6266,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3134,6268,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3135,6270,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3136,6272,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3137,6274,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3138,6276,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3139,6278,Alchemy,Their cryptic allusions and symbolism led to wide variations in interpretation of the art .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3140,6280,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
3141,6282,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,It is the study of transmutation .,0.0
3142,6284,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,It was first studied to learn how to change lead into gold .,0.0
3143,6286,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,"It is similar to chemistry , but much older .",0.0
3144,6288,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,People who studied alchemy were called alchemists .,0.0
3145,6290,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3146,6292,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3147,6294,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3148,6296,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3149,6298,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3150,6300,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3151,6302,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3152,6304,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,Alchemy is not a science any more .,0.0
3153,6306,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3154,6308,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3155,6310,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3156,6312,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3157,6314,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3158,6316,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3159,6318,Alchemy,European alchemy continued in this way through the dawning of the Renaissance .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3160,6320,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
3161,6322,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",It is the study of transmutation .,0.0
3162,6324,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",It was first studied to learn how to change lead into gold .,0.0
3163,6326,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .","It is similar to chemistry , but much older .",0.0
3164,6328,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",People who studied alchemy were called alchemists .,0.0
3165,6330,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3166,6332,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3167,6334,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3168,6336,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3169,6338,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3170,6340,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3171,6342,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3172,6344,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",Alchemy is not a science any more .,0.0
3173,6346,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3174,6348,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3175,6350,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3176,6352,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3177,6354,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3178,6356,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3179,6358,Alchemy,"The era also saw a flourishing of con artists who would use chemical tricks and sleight of hand to `` demonstrate '' the transmutation of common metals into gold , or claim to possess secret knowledge that-with a `` small '' initial investment-would surely lead to that goal .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
3180,6360,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
