,article,simpSent,StandSent,typeOfMatch,standSent
674,Alexander_the_Great,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,,0,"He was taught by a great teacher and world famous philosopher named Aristotle , and through his teachings he became the world 's first great military commander ."
675,Alexander_the_Great,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,,0,"At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard ."
676,Alexander_the_Great,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,,1,He wanted to rule a large empire called Persia .
677,Alexander_the_Great,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,,0,"He is often listed as one of the greatest military commanders in history , along with Hannibal Barca , Ashoka the Great , Julius Caesar , Genghis Khan , Subutai , Napoleon I of France , and others ."
678,Alexander_the_Great,"He became the measure against which military leaders compared themselves , and military academies throughout the world still teach his tactics .",,0,Nobody knows the cause of Alexander 's death .
679,Alexander_the_Great,"He became the measure against which military leaders compared themselves , and military academies throughout the world still teach his tactics .",,0,"Some people have said his death was caused by poison in wine , murder or a fever after a battle ."
680,Alexander_the_Great,"Alexander was born on the 6th day of the ancient Greek month of Hekatombaion , which probably corresponds to 20 July 356 BC , although the exact date is not known , in Pella , the capital of the Ancient Greek Kingdom of Macedon .",,1,"Alexander the Great ( July 20 or 26 , 356 BC - June 10 323 BC ) was an Ancient Greek king of the kingdom of Macedon ."
681,Alexander_the_Great,"Alexander was born on the 6th day of the ancient Greek month of Hekatombaion , which probably corresponds to 20 July 356 BC , although the exact date is not known , in Pella , the capital of the Ancient Greek Kingdom of Macedon .",,1,He was born in the city of Pella and his father was the king Philip II .
685,Alexander_the_Great,"Alexander was born on the 6th day of the ancient Greek month of Hekatombaion , which probably corresponds to 20 July 356 BC , although the exact date is not known , in Pella , the capital of the Ancient Greek Kingdom of Macedon .",,0,He was taught most of his skills in Athens during his childhood .
688,Alexander_the_Great,"Born in Pella in 356 BC , Alexander was tutored by Aristotle until the age of 16 .",,1,He was born in the city of Pella and his father was the king Philip II .
689,Alexander_the_Great,"Born in Pella in 356 BC , Alexander was tutored by Aristotle until the age of 16 .",,0,He was taught most of his skills in Athens during his childhood .
692,Alexander_the_Great,"Born in Pella in 356 BC , Alexander was tutored by Aristotle until the age of 16 .",,1,"He was taught by a great teacher and world famous philosopher named Aristotle , and through his teachings he became the world 's first great military commander ."
693,Alexander_the_Great,"Born in Pella in 356 BC , Alexander was tutored by Aristotle until the age of 16 .",,0,"At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard ."
694,Alexander_the_Great,He was undefeated in battle and is considered one of history 's most successful commanders .,,0,"Some people have said his death was caused by poison in wine , murder or a fever after a battle ."
695,Alexander_the_Great,"Alexander succeeded his father , Philip II of Macedon , to the throne in 336 BC after Philip was assassinated .",,0,"Alexander the Great ( July 20 or 26 , 356 BC - June 10 323 BC ) was an Ancient Greek king of the kingdom of Macedon ."
696,Alexander_the_Great,"Alexander succeeded his father , Philip II of Macedon , to the throne in 336 BC after Philip was assassinated .",,1,He was born in the city of Pella and his father was the king Philip II .
697,Alexander_the_Great,"Alexander succeeded his father , Philip II of Macedon , to the throne in 336 BC after Philip was assassinated .",,0,He was taught most of his skills in Athens during his childhood .
699,Alexander_the_Great,"Alexander succeeded his father , Philip II of Macedon , to the throne in 336 BC after Philip was assassinated .",,0,"He was taught by a great teacher and world famous philosopher named Aristotle , and through his teachings he became the world 's first great military commander ."
700,Alexander_the_Great,"Alexander succeeded his father , Philip II of Macedon , to the throne in 336 BC after Philip was assassinated .",,1,"At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard ."
701,Alexander_the_Great,"Alexander succeeded his father , Philip II of Macedon , to the throne in 336 BC after Philip was assassinated .",,0,He wanted to rule a large empire called Persia .
702,Alexander_the_Great,Alexander earned the epithet `` the Great '' due to his unparalleled success as a military commander .,,0,"At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard ."
703,Alexander_the_Great,Alexander earned the epithet `` the Great '' due to his unparalleled success as a military commander .,,0,He wanted to rule a large empire called Persia .
704,Alexander_the_Great,Alexander earned the epithet `` the Great '' due to his unparalleled success as a military commander .,,1,"He is often listed as one of the greatest military commanders in history , along with Hannibal Barca , Ashoka the Great , Julius Caesar , Genghis Khan , Subutai , Napoleon I of France , and others ."
705,Alexander_the_Great,Alexander earned the epithet `` the Great '' due to his unparalleled success as a military commander .,,0,"However , his men soon grew tired of traveling so far , and threatened to revolt ."
706,Alexander_the_Great,"Alexander died in Babylon in 323 BC , without executing a series of planned campaigns that would have begun with an invasion of Arabia .",,0,"Around India , he finally agreed to turn back ."
707,Alexander_the_Great,"Alexander died in Babylon in 323 BC , without executing a series of planned campaigns that would have begun with an invasion of Arabia .",,0,"By the time of his death he had conquered most of the Middle Eastern world known to Europeans , which included ancient Persia , Egypt , and Asia Minor ."
708,Alexander_the_Great,"Alexander died in Babylon in 323 BC , without executing a series of planned campaigns that would have begun with an invasion of Arabia .",,1,He died in Babylon in 323 BC of an unknown cause .
709,Alexander_the_Great,"Alexander died in Babylon in 323 BC , without executing a series of planned campaigns that would have begun with an invasion of Arabia .",,0,Nobody knows the cause of Alexander 's death .
710,Alexander_the_Great,He was undefeated in battle and is considered one of history 's most successful commanders .,,0,"At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard ."
711,Alexander_the_Great,He was undefeated in battle and is considered one of history 's most successful commanders .,,0,He wanted to rule a large empire called Persia .
712,Alexander_the_Great,He was undefeated in battle and is considered one of history 's most successful commanders .,,1,"He is often listed as one of the greatest military commanders in history , along with Hannibal Barca , Ashoka the Great , Julius Caesar , Genghis Khan , Subutai , Napoleon I of France , and others ."
713,Alexander_the_Great,He was undefeated in battle and is considered one of history 's most successful commanders .,,0,"However , his men soon grew tired of traveling so far , and threatened to revolt ."
714,Alexander_the_Great,Alexander was proclaimed king by the nobles and army at the age of 20 .,,0,He was taught most of his skills in Athens during his childhood .
715,Alexander_the_Great,Alexander was proclaimed king by the nobles and army at the age of 20 .,,0,"He was taught by a great teacher and world famous philosopher named Aristotle , and through his teachings he became the world 's first great military commander ."
716,Alexander_the_Great,Alexander was proclaimed king by the nobles and army at the age of 20 .,,1,"At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard ."
717,Alexander_the_Great,Alexander was proclaimed king by the nobles and army at the age of 20 .,,0,He wanted to rule a large empire called Persia .
718,Alexander_the_Great,"Seeking to reach the `` ends of the world and the Great Outer Sea '' , he invaded India in 326 BC , but was eventually forced to turn back at the demand of his troops .",,0,He wanted to rule a large empire called Persia .
719,Alexander_the_Great,"Seeking to reach the `` ends of the world and the Great Outer Sea '' , he invaded India in 326 BC , but was eventually forced to turn back at the demand of his troops .",,0,"He is often listed as one of the greatest military commanders in history , along with Hannibal Barca , Ashoka the Great , Julius Caesar , Genghis Khan , Subutai , Napoleon I of France , and others ."
720,Alexander_the_Great,"Seeking to reach the `` ends of the world and the Great Outer Sea '' , he invaded India in 326 BC , but was eventually forced to turn back at the demand of his troops .",,1,"However , his men soon grew tired of traveling so far , and threatened to revolt ."
721,Alexander_the_Great,"Seeking to reach the `` ends of the world and the Great Outer Sea '' , he invaded India in 326 BC , but was eventually forced to turn back at the demand of his troops .",,1,"Around India , he finally agreed to turn back ."
725,Alexander_the_Great,"Seeking to reach the `` ends of the world and the Great Outer Sea '' , he invaded India in 326 BC , but was eventually forced to turn back at the demand of his troops .",,0,"By the time of his death he had conquered most of the Middle Eastern world known to Europeans , which included ancient Persia , Egypt , and Asia Minor ."
726,Alexander_the_Great,"Alexander eventually agreed and turned south , marching along the Indus .",,0,"He is often listed as one of the greatest military commanders in history , along with Hannibal Barca , Ashoka the Great , Julius Caesar , Genghis Khan , Subutai , Napoleon I of France , and others ."
727,Alexander_the_Great,"Alexander eventually agreed and turned south , marching along the Indus .",,0,"However , his men soon grew tired of traveling so far , and threatened to revolt ."
728,Alexander_the_Great,"Alexander eventually agreed and turned south , marching along the Indus .",,1,"Around India , he finally agreed to turn back ."
729,Alexander_the_Great,"Alexander eventually agreed and turned south , marching along the Indus .",,0,"By the time of his death he had conquered most of the Middle Eastern world known to Europeans , which included ancient Persia , Egypt , and Asia Minor ."
730,Alexander_the_Great,"At the time of his death , Alexander 's empire covered some 5,200,000 km2 ( 2,000,000 sq mi ) , and was the largest state of its time .",,0,"However , his men soon grew tired of traveling so far , and threatened to revolt ."
731,Alexander_the_Great,"At the time of his death , Alexander 's empire covered some 5,200,000 km2 ( 2,000,000 sq mi ) , and was the largest state of its time .",,0,"Around India , he finally agreed to turn back ."
732,Alexander_the_Great,"At the time of his death , Alexander 's empire covered some 5,200,000 km2 ( 2,000,000 sq mi ) , and was the largest state of its time .",,1,"By the time of his death he had conquered most of the Middle Eastern world known to Europeans , which included ancient Persia , Egypt , and Asia Minor ."
733,Alexander_the_Great,"At the time of his death , Alexander 's empire covered some 5,200,000 km2 ( 2,000,000 sq mi ) , and was the largest state of its time .",,0,He died in Babylon in 323 BC of an unknown cause .
734,Alexander_the_Great,"Aristotle taught Alexander and his companions about medicine , philosophy , morals , religion , logic , and art .",,0,He was born in the city of Pella and his father was the king Philip II .
735,Alexander_the_Great,"Aristotle taught Alexander and his companions about medicine , philosophy , morals , religion , logic , and art .",,0,He was taught most of his skills in Athens during his childhood .
736,Alexander_the_Great,"Aristotle taught Alexander and his companions about medicine , philosophy , morals , religion , logic , and art .",,1,"He was taught by a great teacher and world famous philosopher named Aristotle , and through his teachings he became the world 's first great military commander ."
737,Alexander_the_Great,"Aristotle taught Alexander and his companions about medicine , philosophy , morals , religion , logic , and art .",,0,"At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard ."
738,Andrew_Huxley,"Sir Andrew Fielding Huxley , OM , FRS ( 22 November 1917 - 30 May 2012 ) was a Nobel Prize-winning English physiologist and biophysicist .",,0,"He was knighted by Queen Elizabeth II on 12 November 1974 , and appointed to the Order of Merit on 11 November 1983 ."
739,Andrew_Huxley,"Huxley was born in Hampstead , London , England on November 22 , 1917 , he was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce , and hence half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T. H. Huxley .",,0,Sir Andrew Fielding Huxley OM FRS ( 22 November 1917 - 30 May 2012 ) was an English physiologist and biophysicist .
740,Andrew_Huxley,"Huxley was born in Hampstead , London , England on November 22 , 1917 , he was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce , and hence half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T. H. Huxley .",,1,Huxley was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce .
741,Andrew_Huxley,"Huxley was born in Hampstead , London , England on November 22 , 1917 , he was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce , and hence half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T. H. Huxley .",,1,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley ."
745,Andrew_Huxley,"Huxley was born in Hampstead , London , England on November 22 , 1917 , he was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce , and hence half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T. H. Huxley .",,0,"He studied Natural Sciences at Trinity College , Cambridge ."
746,Andrew_Huxley,"They have one son and five daughters : Janet Rachel Huxley ( born 20 April 1948 ) Stewart Leonard Huxley ( born 19 December 1949 ) Camilla Rosalind Huxley ( born 12 March 1952 ) Eleanor Bruce Huxley ( born 21 February 1959 ) Henrietta Catherine Huxley ( born 25 December 1960 ) Clare Marjory Pease Huxley ( born 4 November 1962 ) He won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials , the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system .",,0,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley ."
747,Andrew_Huxley,"They have one son and five daughters : Janet Rachel Huxley ( born 20 April 1948 ) Stewart Leonard Huxley ( born 19 December 1949 ) Camilla Rosalind Huxley ( born 12 March 1952 ) Eleanor Bruce Huxley ( born 21 February 1959 ) Henrietta Catherine Huxley ( born 25 December 1960 ) Clare Marjory Pease Huxley ( born 4 November 1962 ) He won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials , the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system .",,0,"He studied Natural Sciences at Trinity College , Cambridge ."
748,Andrew_Huxley,"They have one son and five daughters : Janet Rachel Huxley ( born 20 April 1948 ) Stewart Leonard Huxley ( born 19 December 1949 ) Camilla Rosalind Huxley ( born 12 March 1952 ) Eleanor Bruce Huxley ( born 21 February 1959 ) Henrietta Catherine Huxley ( born 25 December 1960 ) Clare Marjory Pease Huxley ( born 4 November 1962 ) He won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials , the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system .",,1,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .
749,Andrew_Huxley,"They have one son and five daughters : Janet Rachel Huxley ( born 20 April 1948 ) Stewart Leonard Huxley ( born 19 December 1949 ) Camilla Rosalind Huxley ( born 12 March 1952 ) Eleanor Bruce Huxley ( born 21 February 1959 ) Henrietta Catherine Huxley ( born 25 December 1960 ) Clare Marjory Pease Huxley ( born 4 November 1962 ) He won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials , the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system .",,1,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system ."
753,Andrew_Huxley,"They have one son and five daughters : Janet Rachel Huxley ( born 20 April 1948 ) Stewart Leonard Huxley ( born 19 December 1949 ) Camilla Rosalind Huxley ( born 12 March 1952 ) Eleanor Bruce Huxley ( born 21 February 1959 ) Henrietta Catherine Huxley ( born 25 December 1960 ) Clare Marjory Pease Huxley ( born 4 November 1962 ) He won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials , the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system .",,0,"Hodgkin and Huxley shared the prize that year with Sir John Eccles , who was cited for research on nerve synapses ."
754,Andrew_Huxley,Sir Andrew was then appointed to the Order of Merit on 11 November 1983 .,,0,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .
755,Andrew_Huxley,Sir Andrew was then appointed to the Order of Merit on 11 November 1983 .,,0,"He was President of the Royal Society from 1980 to 1985 , and Master of Trinity from 1984-1990 ."
756,Andrew_Huxley,Sir Andrew was then appointed to the Order of Merit on 11 November 1983 .,,1,"He was knighted by Queen Elizabeth II on 12 November 1974 , and appointed to the Order of Merit on 11 November 1983 ."
757,Andrew_Huxley,The experimental measurements on which the pair based their action potential theory represent one of the earliest applications of a technique of electrophysiology known as the voltage clamp .,,0,Sir Andrew Fielding Huxley OM FRS ( 22 November 1917 - 30 May 2012 ) was an English physiologist and biophysicist .
758,Andrew_Huxley,"Hodgkin and Huxley 's findings led the pair to hypothesize the existence of ion channels , which were isolated only decades later .",,0,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system ."
759,Andrew_Huxley,"Hodgkin and Huxley 's findings led the pair to hypothesize the existence of ion channels , which were isolated only decades later .",,0,"Hodgkin and Huxley shared the prize that year with Sir John Eccles , who was cited for research on nerve synapses ."
760,Andrew_Huxley,"Hodgkin and Huxley 's findings led the pair to hypothesize the existence of ion channels , which were isolated only decades later .",,1,"Hodgkin and Huxley 's findings led the pair to suggest the existence of ion channels , which were found only decades later ."
761,Andrew_Huxley,"Hodgkin and Huxley 's findings led the pair to hypothesize the existence of ion channels , which were isolated only decades later .",,0,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .
762,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,0,Huxley was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce .
763,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,0,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley ."
764,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,1,"He studied Natural Sciences at Trinity College , Cambridge ."
765,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,0,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .
766,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,0,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .
767,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,0,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system ."
768,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,1,"Hodgkin and Huxley shared the prize that year with Sir John Eccles , who was cited for research on nerve synapses ."
769,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,0,"Hodgkin and Huxley 's findings led the pair to suggest the existence of ion channels , which were found only decades later ."
770,Andrew_Huxley,He was knighted by Queen Elizabeth II on 12 November 1974 .,,0,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .
771,Andrew_Huxley,He was knighted by Queen Elizabeth II on 12 November 1974 .,,0,"He was President of the Royal Society from 1980 to 1985 , and Master of Trinity from 1984-1990 ."
772,Andrew_Huxley,He was knighted by Queen Elizabeth II on 12 November 1974 .,,1,"He was knighted by Queen Elizabeth II on 12 November 1974 , and appointed to the Order of Merit on 11 November 1983 ."
773,Andrew_Huxley,Sir Andrew was then appointed to the Order of Merit on 11 November 1983 .,,0,Sir Andrew Fielding Huxley OM FRS ( 22 November 1917 - 30 May 2012 ) was an English physiologist and biophysicist .
774,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,0,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley ."
775,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,0,"He studied Natural Sciences at Trinity College , Cambridge ."
776,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,1,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .
777,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,0,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system ."
778,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,0,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley ."
779,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,0,"He studied Natural Sciences at Trinity College , Cambridge ."
780,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,1,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .
781,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,0,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system ."
782,Andrew_Huxley,"^ A NOC was not member of IOC ^ B as China from 1936-56 ^ C part of Yugoslavia from 1936-1988 ^ D competed as part of Soviet Union from 1952-88 ^ E as West Germany from 1968-88 ^ F part of Unified Team in 1992 ^ G now Serbia , as FR Yugoslavia from 1992-2002 ^ H part of Yugoslavia from 1936-1988 ^ I part of Malaysia in 1964 .",,0,Assistant Coach : P.J. Carlesimo .
783,Andrew_Huxley,"^ A NOC was not member of IOC ^ B as China from 1936-56 ^ C part of Yugoslavia from 1936-1988 ^ D competed as part of Soviet Union from 1952-88 ^ E as West Germany from 1968-88 ^ F part of Unified Team in 1992 ^ G now Serbia , as FR Yugoslavia from 1992-2002 ^ H part of Yugoslavia from 1936-1988 ^ I part of Malaysia in 1964 .",,0,The official 12-man roster :
784,Andrew_Huxley,"Sir Andrew Fielding Huxley , OM , FRS ( 22 November 1917 - 30 May 2012 ) was a Nobel Prize-winning English physiologist and biophysicist .",,1,Sir Andrew Fielding Huxley OM FRS ( 22 November 1917 - 30 May 2012 ) was an English physiologist and biophysicist .
785,Andrew_Huxley,"Sir Andrew Fielding Huxley , OM , FRS ( 22 November 1917 - 30 May 2012 ) was a Nobel Prize-winning English physiologist and biophysicist .",,0,Huxley was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce .
786,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,0,"Hodgkin and Huxley shared the prize that year with Sir John Eccles , who was cited for research on nerve synapses ."
787,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,0,"Hodgkin and Huxley 's findings led the pair to suggest the existence of ion channels , which were found only decades later ."
788,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,1,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .
789,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,0,"He was President of the Royal Society from 1980 to 1985 , and Master of Trinity from 1984-1990 ."
790,"Anniston,_Alabama","Austin , Texas , USA , since 2011 .",,0,"Seville , Spain , since 2000 ."
791,"Anniston,_Alabama","Austin , Texas , USA , since 2011 .",,0,"Yantai , China , since 2006 ."
792,"Anniston,_Alabama",Anniston is a city in Calhoun County in the state of Alabama .,,1,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States ."
793,"Anniston,_Alabama",Anniston is a city in Calhoun County in the state of Alabama .,,0,"As of the 2000 census , the population of the city is 24,276 ."
794,"Anniston,_Alabama",This was the first conviction of a white person for killing a black person in civil rights era Alabama .,,0,"The main source of local contamination was a Monsanto chemical factory , which was closed ."
795,"Anniston,_Alabama","As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",,0,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States ."
796,"Anniston,_Alabama","As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",,1,"As of the 2000 census , the population of the city is 24,276 ."
797,"Anniston,_Alabama","As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",,0,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 ."
798,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"In 2002 , an investigation by 60 minutes showed Anniston was among the most toxic cities in the country ."
799,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"The main source of local contamination was a Monsanto chemical factory , which was closed ."
800,"Anniston,_Alabama",The city is the county seat of Calhoun County and one of two urban centers\/principal cities of and included in the Anniston-Oxford Metropolitan Statistical Area .,,1,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States ."
801,"Anniston,_Alabama",The city is the county seat of Calhoun County and one of two urban centers\/principal cities of and included in the Anniston-Oxford Metropolitan Statistical Area .,,0,"As of the 2000 census , the population of the city is 24,276 ."
802,"Anniston,_Alabama",Anniston is a city in Calhoun County in the state of Alabama .,,0,"The main source of local contamination was a Monsanto chemical factory , which was closed ."
803,"Anniston,_Alabama","As of the 2000 census , the population of the city is 24,276 .",,0,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States ."
804,"Anniston,_Alabama","As of the 2000 census , the population of the city is 24,276 .",,1,"As of the 2000 census , the population of the city is 24,276 ."
805,"Anniston,_Alabama","As of the 2000 census , the population of the city is 24,276 .",,0,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 ."
806,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States ."
807,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"As of the 2000 census , the population of the city is 24,276 ."
808,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,1,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 ."
810,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,0,"So , Yeltsin appointed himself the Russian minister of defense ."
811,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,0,"Eventually , CIS helped Russia get it 's defense into shape ."
812,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,1,"Then in 1993 , a doctrine was made to set up the official military ."
813,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,0,"As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation ."
814,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,0,"Eventually , CIS helped Russia get it 's defense into shape ."
815,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,0,"Then in 1993 , a doctrine was made to set up the official military ."
816,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,1,"As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation ."
817,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,0,The term is usually a year .
818,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,0,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active ."
819,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,0,Russia also makes its own weapons .
820,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,1,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops ."
821,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,0,The current Commander-In-Chief is President Dmitry Medvedev .
822,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,0,Russia also makes its own weapons .
